model,id,category,text,intelligibility_1to5,naturalness_1to5,code_switch_handling_1to5,speaker_quality_1to5,roman_treated_as_english,silence_or_skip,end_of_clip_pop,notes
indicf5,20,mixed_script,Tumne वो new restaurant try kiya jo Connaught Place में khula hai?,1,4,1,5,FALSE,FALSE,TRUE,"CER=0.8308, WER_rom=1.0 (transcript_roman detected as Sinhala) → garbled, very short 2.29s clip; UTMOS=3.87 + SQUIM_MOS=4.14 mean=4.00 → 4; PESQ=4.01 → 5; end_pop_db=10.77 AND terminal=0.0051>0.005 → end-of-clip pop TRUE."
indic_parler,20,mixed_script,Tumne वो new restaurant try kiya jo Connaught Place में khula hai?,1,3,1,4,FALSE,FALSE,FALSE,"CER=0.8615, WER_rom=0.58 → most words wrong (transcript_roman detected as English with garbled output); UTMOS=3.50 vs SQUIM_MOS=4.46 disagree 0.96>0.7 → drop one rank from mean=3.98; PESQ=3.94 → 4; WER_en=0.58 not <0.30 so FALSE; end_pop=9.34 but terminal=0.0031<0.005 so FALSE."
springlab_f5,20,mixed_script,Tumne वो new restaurant try kiya jo Connaught Place में khula hai?,1,3,1,5,FALSE,FALSE,FALSE,"CER=0.8923, WER_rom=1.0 → transcript collapses to 'और वह हमें अनौलवा' (Urdu detected); UTMOS=3.35 vs SQUIM_MOS=4.44 disagree 1.09>0.7 → drop one rank from mean=3.89; PESQ=4.07 → 5; WER_en=1.0 not anglicized; end_pop=-68 silent tail."
kokoro,21,mixed_script,"कल का event cancel हो गया, सबको message कर देना please।",5,4,5,5,FALSE,FALSE,FALSE,CER=0.0 + WER_rom=0.0 (perfect transcription) + UTMOS=4.41 + SQUIM_MOS=4.46 (mean 4.43) + PESQ=4.20; WER_en=0.82 confirms not anglicized.
indicf5,21,mixed_script,"कल का event cancel हो गया, सबको message कर देना please।",1,4,1,5,FALSE,FALSE,FALSE,CER=0.49 + WER_rom=0.55 (English nouns dropped/mangled); UTMOS=4.05 + SQUIM_MOS=4.47 mean 4.26; PESQ=4.06; WER_en=1.0 → not anglicized.
indic_parler,21,mixed_script,"कल का event cancel हो गया, सबको message कर देना please।",1,3,1,4,FALSE,FALSE,TRUE,CER=0.51 + WER_rom=1.0 → severe code-switch failure; UTMOS=2.73 vs SQUIM_MOS=4.47 disagreement >0.7 dropped naturalness 1 rank; end_pop_db=11.53 + terminal=0.006 → pop.
springlab_f5,21,mixed_script,"कल का event cancel हो गया, सबको message कर देना please।",1,3,1,3,FALSE,FALSE,FALSE,CER=0.60 + WER_rom=0.73 (English tokens omitted); UTMOS=3.42 vs SQUIM_MOS=4.48 disagreement >0.7 dropped 1 rank; PESQ=3.46.
kokoro,22,mixed_script,"Boss को बता देना kal मैं leave पर रहूँगा, kuch personal काम है।",2,4,2,5,FALSE,FALSE,FALSE,CER=0.41 + WER_rom=0.46 → half words muddled on heavy code-switch; UTMOS=4.25 + SQUIM_MOS=4.46 mean 4.35; PESQ=4.03; WER_en=0.92 not anglicized.
indicf5,22,mixed_script,"Boss को बता देना kal मैं leave पर रहूँगा, kuch personal काम है।",1,4,1,5,FALSE,FALSE,FALSE,CER=0.44 + WER_rom=0.62 → English content nouns lost; UTMOS=4.09 + SQUIM_MOS=4.47 mean 4.28; PESQ=4.18; WER_en=1.0 not anglicized.
indic_parler,22,mixed_script,"Boss को बता देना kal मैं leave पर रहूँगा, kuch personal काम है।",1,4,1,4,FALSE,FALSE,FALSE,CER=0.43 + WER_rom=0.54 (>0.5) → poor; UTMOS=3.94 + SQUIM_MOS=4.48 mean 4.21; PESQ=3.98; WER_en=0.62 vs WER_rom=0.54 → not anglicized; terminal=0.0033<0.005 no pop.
springlab_f5,22,mixed_script,"Boss को बता देना kal मैं leave पर रहूँगा, kuch personal काम है।",1,3,1,5,FALSE,FALSE,FALSE,CER=0.51 + WER_rom=1.0 (Urdu detected) → catastrophic; UTMOS=3.76 vs SQUIM_MOS=4.47 disagreement >0.7 dropped 1 rank; PESQ=4.03.
kokoro,23,mixed_script,"Ye file को quickly review करो, deadline बहुत close है।",1,4,1,4,FALSE,FALSE,FALSE,CER=0.62 + WER_rom=0.6 → mostly wrong; WER_en=0.4 not <0.30 so not anglicized; UTMOS=4.35 + SQUIM_MOS=4.42 mean 4.39; PESQ=3.65.
indicf5,23,mixed_script,"Ye file को quickly review करो, deadline बहुत close है।",1,4,1,4,FALSE,FALSE,TRUE,"CER=0.6538, WER_rom=0.70 -> mostly wrong words on mixed_script. UTMOS=4.02 + SQUIM_MOS=4.44 -> nat=4. end_pop_db=6.21 + terminal=0.006 -> pop TRUE. PESQ=3.67 -> speaker=4."
indic_parler,23,mixed_script,"Ye file को quickly review करो, deadline बहुत close है।",1,3,1,4,FALSE,FALSE,FALSE,CER=0.62 + WER_rom=0.6 → mostly wrong; UTMOS=3.78 vs SQUIM_MOS=4.46 disagreement >0.7 dropped 1 rank; PESQ=3.65; WER_en=0.9 not anglicized.
springlab_f5,23,mixed_script,"Ye file को quickly review करो, deadline बहुत close है।",1,3,1,4,FALSE,FALSE,FALSE,"CER=0.75, WER_rom=1.0 -> output drifted to Urdu. UTMOS=2.99 vs SQUIM_MOS=4.46 disagree>0.7 -> nat dropped to 3. PESQ=3.74 -> speaker=4. end_pop_db=-74.28 -> no pop."
kokoro,24,english_with_NE,My friend Aishwarya from Chennai is visiting Bengaluru next week.,5,4,5,4,FALSE,TRUE,FALSE,WER_rom=0.0 + WER_en=0.0 -> perfect intel on Indian NEs. UTMOS=4.50 + SQUIM_MOS=4.47 -> nat=5 but silence_mid_clip_s=0.54>0.5 dropped to 4 and skip flagged. PESQ=3.80 -> speaker=4.
indicf5,24,english_with_NE,My friend Aishwarya from Chennai is visiting Bengaluru next week.,1,3,1,3,FALSE,TRUE,FALSE,"WER_rom=1.0, WER_en=1.0, CER=0.97 + duration=1.96s (truncated from 4.5s expected) -> intel=1. UTMOS=3.70 vs SQUIM_MOS=4.46 disagree 0.76 -> nat dropped to 3. PESQ=3.42 -> speaker=3. Heavy truncation = skip TRUE."
indic_parler,24,english_with_NE,My friend Aishwarya from Chennai is visiting Bengaluru next week.,5,4,5,4,FALSE,FALSE,FALSE,WER_rom=0.0 + WER_en=0.0 -> clean NE rendering. UTMOS=3.84 + SQUIM_MOS=4.47 (disagree 0.63 within tolerance) -> mean=4.15 -> nat=4. PESQ=3.92 -> speaker=4.
springlab_f5,24,english_with_NE,My friend Aishwarya from Chennai is visiting Bengaluru next week.,1,3,1,4,FALSE,TRUE,FALSE,"WER_rom=1.0, CER=0.94 + duration=1.96s vs 4.5s expected -> truncated, skip TRUE. UTMOS=3.64 vs SQUIM_MOS=4.38 disagree 0.74 -> nat dropped to 3. PESQ=3.61 -> speaker=4."
kokoro,25,english_with_NE,Mr. Khanna will join the meeting after he finishes lunch with Priya.,5,4,5,4,FALSE,FALSE,FALSE,WER_rom=0.0 -> Khanna and Priya rendered cleanly. UTMOS=4.51 + SQUIM_MOS=4.45 -> mean=4.48 -> nat=4. silence_mid=0.46<0.5. PESQ=3.66 -> speaker=4.
indicf5,25,english_with_NE,Mr. Khanna will join the meeting after he finishes lunch with Priya.,1,3,1,4,FALSE,TRUE,FALSE,"WER_rom=1.0, CER=0.95 + duration=2.06s vs 4.45s -> truncated content, skip TRUE. UTMOS=3.46 vs SQUIM_MOS=4.41 disagree 0.95 -> nat dropped to 3. end_pop_db=9.1 but terminal=0.0 -> pop FALSE. PESQ=3.82 -> speaker=4."
indic_parler,25,english_with_NE,Mr. Khanna will join the meeting after he finishes lunch with Priya.,5,4,5,4,FALSE,FALSE,FALSE,"WER_rom=0.0833 -> Khanna->Kanna phonetic NE substitution, +1 adjust gives intel=5. UTMOS=3.97 + SQUIM_MOS=4.42 -> nat=4. end_pop_db=11.23 but terminal=0.002<0.005 -> pop FALSE. PESQ=3.91 -> speaker=4."
springlab_f5,25,english_with_NE,Mr. Khanna will join the meeting after he finishes lunch with Priya.,1,3,1,5,FALSE,TRUE,FALSE,"WER_rom=1.0, CER=0.97 + duration=2.06s vs 4.45s -> truncated, skip TRUE. UTMOS=3.53 vs SQUIM_MOS=4.39 disagree 0.86 -> nat dropped to 3. PESQ=4.07 -> speaker=5."
kokoro,26,english_with_NE,I love butter chicken from Karim's in Old Delhi.,5,4,5,3,FALSE,FALSE,FALSE,WER_rom=0.0 + WER_en=0.0 → perfect English NE rendering; UTMOS=4.465 + SQUIM_MOS=4.417 mean ~4.4 → 4; SQUIM_PESQ=3.478 → 3; silence_mid=0.5 not strictly >0.5; end_pop_db=2.22 no pop.
indicf5,26,english_with_NE,I love butter chicken from Karim's in Old Delhi.,1,3,1,4,FALSE,TRUE,FALSE,WER_rom=1.0 + WER_en=1.0 + duration=1.45s vs expected ~3.3s → severe truncation/skip; UTMOS=3.455 vs SQUIM_MOS=4.36 disagree 0.9 → drop one rank below mean 3.9 → 3; SQUIM_PESQ=3.821 → 4; WER_en not better than WER_rom so not anglicized.
indic_parler,26,english_with_NE,I love butter chicken from Karim's in Old Delhi.,4,4,4,5,FALSE,FALSE,FALSE,"WER_rom=0.10 (Karim's→Corin's, single NE substitution) → 4; UTMOS=4.177 + SQUIM_MOS=4.454 mean 4.3 → 4; SQUIM_PESQ=4.071 → 5; end_pop_db=5.4 below 6.0 threshold."
springlab_f5,26,english_with_NE,I love butter chicken from Karim's in Old Delhi.,1,4,1,5,FALSE,TRUE,FALSE,WER_rom=1.0 + WER_en=1.0 + duration=1.45s vs ~3.3s → skip (only 'and left.'); UTMOS=4.269 + SQUIM_MOS=4.367 mean 4.3 → 4; SQUIM_PESQ=4.166 → 5; end_pop_db=-68.68 fine.
kokoro,27,mixed_script,"Office में सब log lunch के लिए बाहर गए, तू भी आ ja yaar.",2,4,2,4,FALSE,FALSE,FALSE,CER=0.426 + WER_rom=0.5 → ~half words muddled on mixed_script; UTMOS=4.447 + SQUIM_MOS=4.435 mean 4.4 → 4; SQUIM_PESQ=3.984 → 4; WER_en=0.79 worse than WER_rom so not anglicized; silence_mid=0.42 below threshold.
indicf5,27,mixed_script,"Office में सब log lunch के लिए बाहर गए, तू भी आ ja yaar.",1,4,1,5,FALSE,TRUE,FALSE,CER=0.482 + WER_rom=0.5 + duration=2.97s vs expected ~4.85s → truncation skip; UTMOS=4.083 + SQUIM_MOS=4.444 mean 4.26 → 4; SQUIM_PESQ=4.273 → 5; end_pop_db=8.39 but terminal=0.0016<0.005 → no pop.
indic_parler,27,mixed_script,"Office में सब log lunch के लिए बाहर गए, तू भी आ ja yaar.",1,3,1,3,FALSE,FALSE,FALSE,CER=0.574 + WER_rom=0.714 → mostly wrong words; UTMOS=3.377 vs SQUIM_MOS=4.448 disagree 1.07 → mean 3.9 dropped to 3 for disagreement penalty; SQUIM_PESQ=3.385 → 3.
springlab_f5,27,mixed_script,"Office में सब log lunch के लिए बाहर गए, तू भी आ ja yaar.",1,3,1,5,FALSE,TRUE,FALSE,CER=0.519 + WER_rom=0.643 + duration=2.97s vs ~4.85s → truncation; UTMOS=3.47 vs SQUIM_MOS=4.411 disagree 0.94 → mean 3.94 dropped to 3 for disagreement; SQUIM_PESQ=4.015 → 5; end_pop_db=-57.11 no pop.
kokoro,28,english_with_NE,Rohan is flying from Mumbai to Bengaluru tomorrow morning for work.,5,4,5,3,FALSE,TRUE,FALSE,WER_rom=0.0 + WER_en=0.0 → perfect rendering of three Indian NEs; UTMOS=4.458 + SQUIM_MOS=4.453 mean 4.46 → 4; SQUIM_PESQ=3.508 → 3; silence_mid_clip_s=0.52 >0.5 → silence_or_skip=TRUE; end_pop_db=5.92 + terminal=0.0 → no pop.
indicf5,28,english_with_NE,Rohan is flying from Mumbai to Bengaluru tomorrow morning for work.,1,3,1,5,FALSE,FALSE,FALSE,"WER_rom=1.0, WER_en=0.91 (Sinhala-detected garble) -> intelligibility=1; UTMOS=2.98 vs SQUIM_MOS=4.02 disagree>0.7 so mean rounded then -1 -> 3; PESQ=4.14 -> SQ=5; end_pop=11.08 but terminal=0.0 so no pop."
indic_parler,28,english_with_NE,Rohan is flying from Mumbai to Bengaluru tomorrow morning for work.,5,3,5,4,FALSE,FALSE,FALSE,WER_rom=0.0 + WER_en=0.0 → perfect NE handling; UTMOS=3.547 vs SQUIM_MOS=4.441 disagree 0.89 → mean 4.0 dropped to 3 for disagreement penalty; SQUIM_PESQ=3.845 → 4; end_pop_db=9.52 but terminal=0.0023<0.005 → no pop.
springlab_f5,28,english_with_NE,Rohan is flying from Mumbai to Bengaluru tomorrow morning for work.,1,3,1,4,FALSE,FALSE,FALSE,"WER_rom=1.0, WER_en=1.0, CER=0.95 -> intelligibility=1; UTMOS=3.34 vs SQUIM_MOS=4.47 disagree>0.7, mean->4 then -1=3; PESQ=3.53 -> SQ=4."
kokoro,29,english_with_NE,Let's grab biryani from Paradise in Hyderabad this weekend.,5,4,5,4,FALSE,FALSE,FALSE,"WER_rom=0.0, WER_en=0.0 -> perfect English NE rendering; UTMOS=4.52 + SQUIM_MOS=4.41 mean=4.46 -> 4; PESQ=3.79 -> SQ=4; no DSP flags."
indicf5,29,english_with_NE,Let's grab biryani from Paradise in Hyderabad this weekend.,1,3,1,4,FALSE,FALSE,FALSE,"WER_rom=1.0, WER_en=1.0, duration=1.78s truncated -> intelligibility=1; UTMOS=4.19 vs SQUIM_MOS=3.22 disagree>0.7, mean=3.71 -> 4 then -1=3; PESQ=3.54 -> SQ=4."
indic_parler,29,english_with_NE,Let's grab biryani from Paradise in Hyderabad this weekend.,5,4,5,5,FALSE,FALSE,FALSE,"WER_rom=0.0, WER_en=0.0 -> clean NE rendering; UTMOS=3.85 + SQUIM_MOS=4.43 mean=4.14 -> 4; PESQ=4.10 -> SQ=5; end_pop=10.75 but terminal=0.0006<0.005 so no pop flag."
springlab_f5,29,english_with_NE,Let's grab biryani from Paradise in Hyderabad this weekend.,1,4,1,5,FALSE,FALSE,FALSE,"WER_rom=1.0, WER_en=1.0, 1.78s clip output Hindi garble for English text -> I=1; UTMOS=3.95 + SQUIM_MOS=4.44 mean=4.2 -> 4; PESQ=4.11 -> SQ=5."
kokoro,30,english_with_NE,She just got hired at Tata Consultancy Services in Pune.,5,4,5,4,FALSE,FALSE,FALSE,"WER_rom=0.0, WER_en=0.0 on 'Tata Consultancy Services'/'Pune' -> intelligibility=5; UTMOS=4.47 + SQUIM_MOS=4.45 mean=4.46 -> 4; PESQ=3.66 -> SQ=4."
indicf5,30,english_with_NE,She just got hired at Tata Consultancy Services in Pune.,1,4,1,5,FALSE,FALSE,FALSE,"WER_rom=1.0, WER_en=1.0, 1.69s truncated Hindi garble -> I=1; UTMOS=3.97 + SQUIM_MOS=4.43 mean=4.2 -> 4; PESQ=4.17 -> SQ=5."
indic_parler,30,english_with_NE,She just got hired at Tata Consultancy Services in Pune.,4,3,4,4,FALSE,FALSE,FALSE,"WER_rom=0.10 ('2019' substituted for 'Pune') -> I=4; UTMOS=3.62 vs SQUIM_MOS=4.46 disagree>0.7, mean=4.04 -> 4 then -1=3; PESQ=3.84 -> SQ=4; end_pop=15.22 but terminal=0.0047<0.005 so no pop."
springlab_f5,30,english_with_NE,She just got hired at Tata Consultancy Services in Pune.,1,4,1,5,FALSE,FALSE,FALSE,"WER_rom=1.0, WER_en=1.0, 1.69s Arabic-detected garble for English NE prompt -> I=1; UTMOS=4.00 + SQUIM_MOS=4.43 mean=4.22 -> 4; PESQ=4.19 -> SQ=5."
