model,id,category,text,intelligibility_1to5,naturalness_1to5,code_switch_handling_1to5,speaker_quality_1to5,roman_treated_as_english,silence_or_skip,end_of_clip_pop,notes
springlab_f5,18,mixed_script,"Mera presentation tomorrow है, और मैं nervous हूं।",1,3,1,4,FALSE,TRUE,FALSE,"CER=0.6458, WER_rom=0.5 -> >50% errors; UTMOS=3.225 vs SQUIM_MOS=4.469 disagree>0.7 so mean~3.85 drop to 3; PESQ=3.622 -> 4; transcript missing English content words ('presentation', 'tomorrow', 'nervous') >20% so skip=TRUE; end_pop_db=-74.28 -> no pop."
kokoro,19,mixed_script,"Bhai please मेरा homework कर दे, मैं तुझे ₹100 दूंगा।",3,4,3,5,FALSE,FALSE,FALSE,"CER=0.1569 (Devanagari mostly clear with 'Bhai'->'Bye' confusion), WER_rom=0.3; UTMOS=4.42 + SQUIM_MOS=4.457 mean=4.44 -> 4; PESQ=4.015 -> 5; end_pop_db=2.43 below threshold; wer_en_forced=1.0 so not anglicized."
indicf5,19,mixed_script,"Bhai please मेरा homework कर दे, मैं तुझे ₹100 दूंगा।",2,3,2,5,FALSE,TRUE,FALSE,"CER=0.4314, WER_rom=0.4 -> half wrong (homework dropped, '100' lost); UTMOS=3.648 vs SQUIM_MOS=4.456 disagree>0.7 mean~4.05 drop to 3; PESQ=4.047 -> 5; missing '₹100/एक सौ' content (>20% words) so skip=TRUE; end_pop_db=8.3 but terminal=0.0027<0.005 so no pop."
indic_parler,19,mixed_script,"Bhai please मेरा homework कर दे, मैं तुझे ₹100 दूंगा।",3,3,3,4,FALSE,FALSE,TRUE,"CER=0.2941 (most words clear), WER_rom=1.2 noisy on Roman ASR; UTMOS=3.867 vs SQUIM_MOS=4.442 disagree>0.7 mean~4.15 drop to 3; PESQ=3.758 -> 4; end_pop_db=11.07 + terminal_sample_abs=0.0054 -> end pop TRUE."
springlab_f5,19,mixed_script,"Bhai please मेरा homework कर दे, मैं तुझे ₹100 दूंगा।",2,4,1,4,FALSE,TRUE,FALSE,"CER=0.4706, WER_rom=0.4 -> ~half wrong; transcript drops English tokens ('please', 'homework') and currency '₹100' -> English-only handling failed entirely so code_switch=1; UTMOS=3.602 + SQUIM_MOS=4.194 mean=3.9 -> 4; PESQ=3.886 -> 4; missing English words >20% -> skip=TRUE."
kokoro,20,mixed_script,Tumne वो new restaurant try kiya jo Connaught Place में khula hai?,2,4,2,5,FALSE,FALSE,FALSE,"CER=0.4769, WER_rom=0.5 -> half unintelligible; UTMOS=4.432 + SQUIM_MOS=4.46 mean=4.45 -> 4; PESQ=4.098 -> 5; wer_en_forced=0.8333 not <0.30 so roman_treated=FALSE; end_pop_db=2.34 below threshold."
indicf5,20,mixed_script,Tumne वो new restaurant try kiya jo Connaught Place में khula hai?,1,4,1,4,FALSE,TRUE,TRUE,"duration_s=2.293 vs ground truth ~5s expected, transcript_hi empty and WER_rom=1.0 -> heavily truncated; UTMOS=3.872 + SQUIM_MOS=4.14 mean=4.01 -> 4; PESQ=4.01 -> 5 but penalize 1 rank for terminal_sample_abs=0.0051>0.005 -> 4; end_pop_db=10.77 + terminal=0.0051 -> end pop TRUE; severe truncation -> skip=TRUE."
indic_parler,20,mixed_script,Tumne वो new restaurant try kiya jo Connaught Place में khula hai?,2,3,2,4,FALSE,FALSE,FALSE,transcript_hi empty (CER=1.0) but WER_rom=0.5833 used for mixed-row intelligibility -> 2; UTMOS=3.499 vs SQUIM_MOS=4.461 disagree>0.7 mean~3.98 drop to 3; PESQ=3.943 -> 4; wer_en_forced=0.6667 not below 0.30 so not anglicized; end_pop_db=9.34 but terminal=0.0031<0.005 so no pop.
springlab_f5,20,mixed_script,Tumne वो new restaurant try kiya jo Connaught Place में khula hai?,1,3,1,5,FALSE,TRUE,FALSE,"duration_s=2.29 vs ~5s expected -> truncation; CER=0.8923, WER_rom=1.0 -> mostly wrong; UTMOS=3.345 vs SQUIM_MOS=4.439 disagree>0.7 mean~3.89 drop to 3; PESQ=4.073 -> 5; transcript missing >20% words (no 'restaurant', 'Connaught Place', 'khula') -> skip=TRUE; end_pop_db=-68.07 no pop."
kokoro,21,mixed_script,"कल का event cancel हो गया, सबको message कर देना please।",5,4,5,5,FALSE,FALSE,FALSE,"CER=0.0 + WER_rom=0.0 (perfect mixed-script rendering); UTMOS=4.408, SQUIM_MOS=4.46, PESQ=4.197; wer_en_forced=0.64 not better than wer_rom so not anglicized."
indicf5,21,mixed_script,"कल का event cancel हो गया, सबको message कर देना please।",2,4,2,5,FALSE,FALSE,FALSE,"CER=0.396, WER_rom=0.364 → 'event cancel' garbled to 'headanker'; UTMOS=4.048 + SQUIM_MOS=4.474 → mean ~4.26; PESQ=4.058; end_pop_db=8.99 but terminal=0.0041 < 0.005 → no pop."
indic_parler,21,mixed_script,"कल का event cancel हो गया, सबको message कर देना please।",5,3,5,4,FALSE,FALSE,TRUE,"CER=0.019, WER_rom=0.18 → strong intelligibility; UTMOS=2.727 vs SQUIM_MOS=4.469 disagree by >0.7 → naturalness penalty; end_pop_db=11.53 + terminal=0.006 → pop flagged; PESQ=3.837."
springlab_f5,21,mixed_script,"कल का event cancel हो गया, सबको message कर देना please।",1,3,1,3,FALSE,FALSE,FALSE,"CER=0.585, WER_rom=0.727 → English content nouns dropped entirely; UTMOS=3.424 + SQUIM_MOS=4.475 disagree by >0.7 → drop one rank; PESQ=3.463."
kokoro,22,mixed_script,"Boss को बता देना kal मैं leave पर रहूँगा, kuch personal काम है।",3,4,3,5,FALSE,FALSE,FALSE,"CER=0.164, WER_rom=0.231 → 'Boss/Bus' confusion but mostly clear; UTMOS=4.248 + SQUIM_MOS=4.459 → mean ~4.35; PESQ=4.034; no DSP flags."
indicf5,22,mixed_script,"Boss को बता देना kal मैं leave पर रहूँगा, kuch personal काम है।",2,4,1,5,FALSE,FALSE,FALSE,"CER=0.426, WER_rom=0.539 → 'leave/personal' garbled to 'रुई/सरसन'; UTMOS=4.088 + SQUIM_MOS=4.471 → mean ~4.28; PESQ=4.175; terminal=0.0023<0.005 so no pop."
indic_parler,22,mixed_script,"Boss को बता देना kal मैं leave पर रहूँगा, kuch personal काम है।",3,4,4,4,FALSE,FALSE,FALSE,"CER=0.230, WER_rom=0.154 → 'leave' rendered as 'लीफ' but acceptable; UTMOS=3.942 + SQUIM_MOS=4.477 → mean ~4.2; PESQ=3.983; end_pop_db=10.19 but terminal=0.0033<0.005 so no pop."
springlab_f5,22,mixed_script,"Boss को बता देना kal मैं leave पर रहूँगा, kuch personal काम है।",1,4,1,5,FALSE,FALSE,FALSE,"CER=0.492, WER_rom=0.615 → English nouns dropped, Hindi mangled; UTMOS=3.76 + SQUIM_MOS=4.465 disagree by >0.7 → naturalness penalty; PESQ=4.027."
kokoro,23,mixed_script,"Ye file को quickly review करो, deadline बहुत close है।",5,4,5,4,FALSE,FALSE,FALSE,"CER=0.039, WER_rom=0.1 → near-perfect mixed-script rendering; UTMOS=4.347 + SQUIM_MOS=4.423 → mean ~4.39; PESQ=3.654; wer_en=0.5 not <0.30 so not anglicized."
indicf5,23,mixed_script,"Ye file को quickly review करो, deadline बहुत close है।",1,4,1,4,FALSE,TRUE,TRUE,"CER=0.6538, WER_rom=0.70 → garbled mixed_script (intel=1); UTMOS=4.021 + SQUIM_MOS=4.441 mean=4.23 → naturalness=4; PESQ=3.668 → speaker=4; end_pop_db=6.21 + terminal=0.006 trip pop flag; wer_en_forced=1.0 → not anglicized; transcript missing >20% words → skip TRUE."
indic_parler,23,mixed_script,"Ye file को quickly review करो, deadline बहुत close है।",4,4,3,4,FALSE,FALSE,TRUE,CER=0.115 (4-tier) but WER_rom=0.4 worse → 'file/Yazad' confusion; UTMOS=3.776 + SQUIM_MOS=4.46 → mean ~4.1; PESQ=3.647; end_pop_db=9.96 + terminal=0.005 → pop flagged.
springlab_f5,23,mixed_script,"Ye file को quickly review करो, deadline बहुत close है।",1,3,1,4,FALSE,TRUE,FALSE,"CER=0.8077, WER_rom=0.80 → mostly wrong words (intel=1); UTMOS=2.993 vs SQUIM_MOS=4.464 disagree=1.47>0.7 → naturalness mean→4 minus 1 = 3; PESQ=3.739 → speaker=4; end_pop_db=-74.28 → no pop; transcript missing most content words → silence_or_skip TRUE."
kokoro,24,english_with_NE,My friend Aishwarya from Chennai is visiting Bengaluru next week.,5,3,5,4,FALSE,TRUE,FALSE,WER_rom=0.0 on english_with_NE → intel=5; UTMOS=4.495 + SQUIM_MOS=4.465 mean=4.48 → naturalness=4 but silence_mid_clip_s=0.54>0.5 drops to 3; PESQ=3.803 → speaker=4; wer_en_forced=0.0 = wer_rom so FALSE anglicization; silence>0.5 → skip TRUE; end_pop_db=1.35 → FALSE.
indicf5,24,english_with_NE,My friend Aishwarya from Chennai is visiting Bengaluru next week.,1,3,1,3,FALSE,TRUE,FALSE,"WER_rom=1.0, CER=0.9062 + duration only 1.96s vs expected ~4.5s → severe truncation; UTMOS=3.702 vs SQUIM_MOS=4.457 disagree=0.76>0.7 → mean=4.08→4 minus 1 = 3 naturalness; PESQ=3.422 → speaker=3; wer_en_forced=1.0 → FALSE anglicization; missing >20% words → skip TRUE."
indic_parler,24,english_with_NE,My friend Aishwarya from Chennai is visiting Bengaluru next week.,5,4,5,4,FALSE,FALSE,FALSE,WER_rom=0.0 → intel=5; UTMOS=3.835 + SQUIM_MOS=4.465 mean=4.15 disagree=0.63<0.7 → naturalness=4; PESQ=3.917 → speaker=4; silence_mid_clip_s=0.20 → no skip; wer_en_forced=0.0=wer_rom → FALSE anglicization; end_pop_db=-13.66 → FALSE.
springlab_f5,24,english_with_NE,My friend Aishwarya from Chennai is visiting Bengaluru next week.,1,3,1,4,FALSE,TRUE,FALSE,"WER_rom=1.0, CER=1.0 with empty transcript_hi + duration 1.96s vs ~4.5s expected → truncation; UTMOS=3.637 vs SQUIM_MOS=4.380 disagree=0.74>0.7 → mean=4.01→4 minus 1 = 3 naturalness; PESQ=3.608 → speaker=4; wer_en_forced=1.0 → FALSE; clear skip → TRUE."
kokoro,25,english_with_NE,Mr. Khanna will join the meeting after he finishes lunch with Priya.,4,4,4,4,FALSE,FALSE,FALSE,"WER_rom=0.0833 (Khanna→Kana phonetic, allowed for Indian NE) → intel=4; UTMOS=4.512 + SQUIM_MOS=4.447 mean=4.48 → naturalness=4 (silence=0.46<0.5, no drop); PESQ=3.664 → speaker=4; wer_en_forced=0.0, wer_rom=0.0833 gap<0.15 so anglicization FALSE; end_pop_db=1.79 → FALSE."
indicf5,25,english_with_NE,Mr. Khanna will join the meeting after he finishes lunch with Priya.,1,3,1,4,FALSE,TRUE,FALSE,"WER_rom=1.0, CER=0.9545, duration 2.06s vs expected ~4.5s → truncation; UTMOS=3.463 vs SQUIM_MOS=4.412 disagree=0.95>0.7 → mean=3.94→4 minus 1 = 3 naturalness; PESQ=3.815 → speaker=4; wer_en_forced=1.0 → FALSE; end_pop_db=9.1 but terminal=0.0<0.005 → no pop; missing words → skip TRUE."
indic_parler,25,english_with_NE,Mr. Khanna will join the meeting after he finishes lunch with Priya.,4,4,4,4,FALSE,FALSE,FALSE,"WER_rom=0.0833 (Khanna→Kana, phonetic NE swap) → intel=4; UTMOS=3.968 + SQUIM_MOS=4.422 mean=4.20 disagree=0.45<0.7 → naturalness=4; PESQ=3.905 → speaker=4; wer_en=wer_rom=0.0833 → FALSE anglicization; end_pop_db=11.23 but terminal=0.002<0.005 → no pop FALSE; silence=0.22 → FALSE."
springlab_f5,25,english_with_NE,Mr. Khanna will join the meeting after he finishes lunch with Priya.,1,3,1,5,FALSE,TRUE,FALSE,"WER_rom=1.0, CER=0.9545, duration 2.06s vs expected ~4.5s → truncation/skip; UTMOS=3.529 vs SQUIM_MOS=4.386 disagree=0.86>0.7 → mean=3.96→4 minus 1 = 3 naturalness; PESQ=4.065 ≥4.0 → speaker=5; wer_en_forced=1.0 → FALSE; end_pop_db=-70.03 → FALSE pop."
kokoro,26,english_with_NE,I love butter chicken from Karim's in Old Delhi.,3,4,3,3,TRUE,FALSE,FALSE,"WER_rom=0.20, WER_en=0.00 (gap>0.15, en<0.30) → anglicized 'Karim's' decoding; UTMOS=4.47 + SQUIM_MOS=4.42 → naturalness 4; PESQ=3.48 → speaker 3."
indicf5,26,english_with_NE,I love butter chicken from Karim's in Old Delhi.,1,3,1,4,FALSE,TRUE,FALSE,duration_s=1.45 (very short for 9-word EN sentence) + WER_rom=1.0 + transcript_roman gibberish ('Er crudgedò') + transcript_en='' → skip flagged; UTMOS=3.46 vs SQUIM_MOS=4.36 disagree 0.9>0.7 → nat dropped to 3; PESQ=3.82 → speaker 4.
indic_parler,26,english_with_NE,I love butter chicken from Karim's in Old Delhi.,4,4,4,5,FALSE,FALSE,FALSE,WER_rom=0.10 → intel 4; WER_en=0.00 but gap=0.10<0.15 → not anglicized; UTMOS=4.18 + SQUIM_MOS=4.45 → nat 4; PESQ=4.07 → speaker 5.
springlab_f5,26,english_with_NE,I love butter chicken from Karim's in Old Delhi.,1,4,1,5,FALSE,TRUE,FALSE,duration_s=1.45 + WER_rom=1.0 + transcript_hi='और रह गया' (3 Devanagari words for 9-word EN sentence) → severe skip/wrong-language; UTMOS=4.27 + SQUIM_MOS=4.37 → nat 4; PESQ=4.17 → speaker 5.
kokoro,27,mixed_script,"Office में सब log lunch के लिए बाहर गए, तू भी आ ja yaar.",3,4,4,4,FALSE,FALSE,FALSE,Devanagari-dominant mixed: CER=0.20 → intel 3; WER_en=1.0 → not anglicized; UTMOS=4.45 + SQUIM_MOS=4.44 → nat 4; PESQ=3.98 → speaker 4; transcript preserves both English and Hindi tokens → code-switch 4.
indicf5,27,mixed_script,"Office में सब log lunch के लिए बाहर गए, तू भी आ ja yaar.",2,4,2,5,FALSE,TRUE,FALSE,CER=0.43 → intel 2; transcript_hi mangles 'log/lunch/yaar' → significant word loss → skip TRUE; UTMOS=4.08 + SQUIM_MOS=4.44 → nat 4; PESQ=4.27 → speaker 5; end_pop_db=8.39 but terminal=0.0016<0.005 → no pop.
indic_parler,27,mixed_script,"Office में सब log lunch के लिए बाहर गए, तू भी आ ja yaar.",3,3,3,3,FALSE,FALSE,FALSE,"CER=0.17 → intel 3; UTMOS=3.38 vs SQUIM_MOS=4.45 disagree 1.07>0.7 → nat dropped to 3; WER_en=0.86, WER_rom=0.57 → not anglicized; PESQ=3.39 → speaker 3."
springlab_f5,27,mixed_script,"Office में सब log lunch के लिए बाहर गए, तू भी आ ja yaar.",2,3,2,5,FALSE,TRUE,FALSE,"CER=0.50 → intel 2; transcript drops 'lunch/office/yaar' English tokens entirely → code-switch fails, skip TRUE; UTMOS=3.47 vs SQUIM_MOS=4.41 disagree 0.94>0.7 → nat 3; PESQ=4.02 → speaker 5."
kokoro,28,english_with_NE,Rohan is flying from Mumbai to Bengaluru tomorrow morning for work.,5,3,5,4,FALSE,TRUE,FALSE,"WER_rom=0.00 → intel 5; silence_mid_clip_s=0.52>0.5 → skip TRUE, nat dropped one rank from mean(UTMOS=4.46, SQUIM_MOS=4.45)=4 to 3; WER_en=0.00 gap=0 → not anglicized; PESQ=3.51 → speaker 4."
indicf5,28,english_with_NE,Rohan is flying from Mumbai to Bengaluru tomorrow morning for work.,1,4,1,5,FALSE,TRUE,FALSE,"WER_rom=1.0 + transcript_roman gibberish ('रहेंश में नुड़छोड़ने') for English NE sentence; duration=2.027s suggests truncation, silence_or_skip TRUE; SQUIM_PESQ=4.14 strong, terminal=0.0 so no pop; UTMOS=2.98 vs SQUIM_MOS=4.02 disagree>0.7 → mean~3.5 dropped to 4 then -1 for truncation = naturalness 4."
indic_parler,28,english_with_NE,Rohan is flying from Mumbai to Bengaluru tomorrow morning for work.,5,3,5,4,FALSE,FALSE,FALSE,WER_rom=0.00 → intel 5; UTMOS=3.55 vs SQUIM_MOS=4.44 disagree 0.89>0.7 → nat dropped to 3; WER_en=0.00 gap=0 → not anglicized; PESQ=3.85 → speaker 4; end_pop_db=9.52 but terminal=0.0023<0.005 → no pop.
springlab_f5,28,english_with_NE,Rohan is flying from Mumbai to Bengaluru tomorrow morning for work.,1,3,1,4,FALSE,TRUE,FALSE,"WER_rom=1.0, transcript_roman='और उसे और रहनहर हुआ' — Hindi gibberish for English-NE prompt; duration=2.03s vs expected ~4s → truncated/skip; UTMOS=3.34 vs SQUIM_MOS=4.47 disagree by 1.13>0.7, mean~3.9 → 4 minus 1 (truncation) = 3; SQUIM_PESQ=3.53 → 4."
kokoro,29,english_with_NE,Let's grab biryani from Paradise in Hyderabad this weekend.,5,4,5,4,FALSE,FALSE,FALSE,"WER_rom=0.0 + WER_en=0.0 → perfect English-NE rendering ('Biryani', 'Hyderabad' correct); UTMOS=4.52 + SQUIM_MOS=4.41 → mean~4.46 → 4; SQUIM_PESQ=3.79 → 4; end_pop_db=1.45 no pop."
indicf5,29,english_with_NE,Let's grab biryani from Paradise in Hyderabad this weekend.,1,4,1,4,FALSE,TRUE,FALSE,"WER_rom=1.0 + transcript_roman='एड़िया इन ए रणन्सी' — clipped/wrong content; duration=1.78s vs expected ~4s → severe truncation, silence_or_skip TRUE; UTMOS=4.19 + SQUIM_MOS=3.22 disagree by 0.97>0.7, mean~3.7 → 4 minus 1 truncation but flagging mean→4; SQUIM_PESQ=3.54 → 4."
indic_parler,29,english_with_NE,Let's grab biryani from Paradise in Hyderabad this weekend.,5,4,5,5,FALSE,FALSE,FALSE,WER_rom=0.0 + WER_en=0.0 → flawless English+NE; UTMOS=3.85 + SQUIM_MOS=4.43 → mean~4.14 → 4; SQUIM_PESQ=4.10 → 5; end_pop_db=10.75 but terminal=0.0006<0.005 so no pop.
springlab_f5,29,english_with_NE,Let's grab biryani from Paradise in Hyderabad this weekend.,1,3,1,5,FALSE,TRUE,FALSE,"WER_rom=1.0, transcript_roman='और वही हमा न ग़ग़ा' — gibberish Hindi for English NE prompt; duration=1.78s vs ~4s expected → truncation, silence_or_skip TRUE; UTMOS=3.95 + SQUIM_MOS=4.44 mean~4.2 → 4 minus 1 truncation = 3; SQUIM_PESQ=4.11 → 5."
kokoro,30,english_with_NE,She just got hired at Tata Consultancy Services in Pune.,4,4,4,4,FALSE,FALSE,FALSE,WER_rom=0.10 (only 'Pune'→'Puna' phonetic variant) + WER_en=0.0 → strong English+NE; UTMOS=4.47 + SQUIM_MOS=4.45 → mean~4.46 → 4; SQUIM_PESQ=3.66 → 4; silence_mid_clip_s=0.48 just under threshold.
indicf5,30,english_with_NE,She just got hired at Tata Consultancy Services in Pune.,1,4,1,5,FALSE,TRUE,FALSE,"WER_rom=1.0 + transcript_roman='ऐ आओंड जी सर्वज है' (gibberish Hindi); duration=1.685s vs expected ~3.9s → truncation, silence_or_skip TRUE; UTMOS=3.97 + SQUIM_MOS=4.43 mean~4.2 → 4; SQUIM_PESQ=4.17 → 5."
indic_parler,30,english_with_NE,She just got hired at Tata Consultancy Services in Pune.,4,4,4,4,FALSE,FALSE,FALSE,"WER_rom=0.10 ('Pune'→'Polite' minor) + WER_en=0.10 → good rendering; UTMOS=3.62 + SQUIM_MOS=4.46 disagree by 0.84>0.7, mean~4.04 → 4 minus 1 = 3, but no truncation; SQUIM_PESQ=3.84 → 4; end_pop_db=15.22 but terminal=0.0047<0.005 → no pop FALSE."
springlab_f5,30,english_with_NE,She just got hired at Tata Consultancy Services in Pune.,1,4,1,5,FALSE,TRUE,FALSE,"WER_rom=1.0 + transcript_roman='पुरुषोत का हवनल देआ' (gibberish); duration=1.685s vs ~3.9s → truncation, silence_or_skip TRUE; UTMOS=4.00 + SQUIM_MOS=4.43 mean~4.22 → 4; SQUIM_PESQ=4.19 → 5."
